;time;be_de;be_fr;de_fr
7299;20201031_0300;205.9;0.0;0.0
7300;20201031_0400;211.2;30.1;30.1
7301;20201031_0500;286.4;48.0;48.0
7302;20201031_0600;379.7;43.2;43.2
7303;20201031_0700;242.0;385.9;385.9
7304;20201031_0800;180.3;500.0;500.0
7305;20201031_0900;189.5;463.3;536.7
7306;20201031_1000;316.1;492.6;507.4
7307;20201031_1100;286.7;453.7;453.7
7308;20201031_1200;320.6;429.2;429.2
7309;20201031_1300;469.0;385.0;385.0
7310;20201031_1400;507.5;354.2;354.2
7311;20201031_1500;574.8;168.7;168.7
7312;20201031_1600;0.0;0.0;0.0
7313;20201031_1700;0.0;0.0;0.0
7314;20201031_1800;0.0;0.0;0.0
7315;20201031_1900;0.0;0.0;0.0
7316;20201031_2000;284.7;56.8;56.8
7317;20201031_2100;238.6;9.7;9.7
7318;20201031_2200;310.1;32.2;32.2
7319;20201031_2300;0.0;0.0;0.0
7320;20201101_0000;412.8;151.7;151.7
7321;20201101_0100;432.6;366.4;366.4
7322;20201101_0200;261.5;409.5;409.5
7323;20201101_0300;66.5;86.6;658.9
7324;20201101_0400;0.0;0.0;828.8
7325;20201101_0500;0.0;0.0;720.8
7326;20201101_0600;25.1;25.1;707.5
7327;20201101_0700;148.6;355.3;644.7
7328;20201101_0800;145.4;355.3;644.7
7329;20201101_0900;32.3;307.1;692.9
7330;20201101_1000;0.0;289.0;711.0
7331;20201101_1100;0.0;282.4;717.6
7332;20201101_1200;0.0;275.1;724.9
7333;20201101_1300;0.0;262.3;737.7
7334;20201101_1400;0.0;244.5;755.5
7335;20201101_1500;0.0;213.1;786.9
7336;20201101_1600;0.0;150.2;385.6
7337;20201101_1700;0.0;37.2;463.1
7338;20201101_1800;37.3;37.3;137.0
7339;20201101_1900;72.0;72.0;119.5
7340;20201101_2000;49.0;49.0;123.4
7341;20201101_2100;0.0;0.0;159.8
7342;20201101_2200;109.8;109.8;197.4
7343;20201101_2300;49.4;49.4;173.2
7344;20201102_0000;46.0;46.0;208.1
7345;20201102_0100;172.1;152.1;152.1
7346;20201102_0200;23.6;23.6;179.4
7347;20201102_0300;5.1;5.1;21.4
7348;20201102_0400;0.0;0.0;111.0
7349;20201102_0500;7.5;7.5;93.7
7350;20201102_0600;57.4;0.6;0.6
7351;20201102_0700;272.1;158.0;158.0
7352;20201102_0800;439.4;275.2;275.2
7353;20201102_0900;432.5;346.8;346.8
7354;20201102_1000;381.1;421.5;421.5
7355;20201102_1100;477.2;392.9;392.9
7356;20201102_1200;431.2;302.3;302.3
7357;20201102_1300;421.5;251.9;251.9
7358;20201102_1400;421.7;142.7;142.7
7359;20201102_1500;209.8;23.2;23.2
7360;20201102_1600;256.5;119.8;119.8
7361;20201102_1700;377.5;75.7;75.7
7362;20201102_1800;390.1;54.9;54.9
7363;20201102_1900;427.2;8.8;8.8
7364;20201102_2000;0.0;0.0;0.0
7365;20201102_2100;340.2;61.9;61.9
7366;20201102_2200;301.1;17.3;17.3
7367;20201102_2300;0.0;0.0;0.0
7368;20201103_0000;0.0;0.0;0.0
7369;20201103_0100;0.0;0.0;0.0
7370;20201103_0200;0.0;0.0;0.0
7371;20201103_0300;0.0;0.0;0.0
7372;20201103_0400;195.0;0.4;0.4
7373;20201103_0500;0.0;0.0;0.0
7374;20201103_0600;221.9;67.1;67.1
7375;20201103_0700;198.4;42.7;42.7
7376;20201103_0800;260.2;100.3;100.3
7377;20201103_0900;387.7;89.5;89.5
7378;20201103_1000;472.5;87.1;87.1
7379;20201103_1100;410.7;55.1;55.1
7380;20201103_1200;506.0;75.8;75.8
7381;20201103_1300;423.2;97.0;97.0
7382;20201103_1400;445.0;108.8;108.8
7383;20201103_1500;359.8;53.8;53.8
7384;20201103_1600;403.4;20.8;20.8
7385;20201103_1700;0.0;0.0;0.0
7386;20201103_1800;0.0;0.0;0.0
7387;20201103_1900;348.2;56.2;56.2
7388;20201103_2000;0.0;0.0;0.0
7389;20201103_2100;0.0;0.0;0.0
7390;20201103_2200;321.8;44.5;44.5
7391;20201103_2300;318.7;43.1;43.1
7392;20201104_0000;378.0;73.5;73.5
7393;20201104_0100;371.2;51.7;51.7
7394;20201104_0200;352.2;21.1;21.1
7395;20201104_0300;358.5;33.1;33.1
7396;20201104_0400;347.2;10.6;10.6
7397;20201104_0500;359.3;56.9;56.9
7398;20201104_0600;361.5;18.0;18.0
7399;20201104_0700;408.3;81.2;81.2
7400;20201104_0800;415.6;217.4;217.4
7401;20201104_0900;392.3;295.5;295.5
7402;20201104_1000;320.7;302.9;302.9
7403;20201104_1100;306.2;321.3;321.3
7404;20201104_1200;333.9;305.2;305.2
7405;20201104_1300;416.5;254.3;254.3
7406;20201104_1400;429.7;161.3;161.3
7407;20201104_1500;388.4;2.3;2.3
7408;20201104_1600;0.0;0.0;0.0
7409;20201104_1700;402.3;42.3;42.3
7410;20201104_1800;0.0;0.0;0.0
7411;20201104_1900;0.0;0.0;0.0
7412;20201104_2000;0.0;0.0;0.0
7413;20201104_2100;0.0;0.0;0.0
7414;20201104_2200;0.0;0.0;0.0
7415;20201104_2300;0.0;0.0;0.0
7416;20201105_0000;0.0;0.0;0.0
7417;20201105_0100;169.9;6.2;6.2
7418;20201105_0200;0.0;0.0;0.0
7419;20201105_0300;0.0;0.0;0.0
7420;20201105_0400;222.1;17.4;17.4
7421;20201105_0500;0.0;0.0;0.0
7422;20201105_0600;0.0;0.0;0.0
7423;20201105_0700;0.0;0.0;0.0
7424;20201105_0800;215.7;54.7;54.7
7425;20201105_0900;354.0;146.3;146.3
7426;20201105_1000;344.4;206.3;206.3
7427;20201105_1100;399.9;201.2;201.2
7428;20201105_1200;341.7;203.0;203.0
7429;20201105_1300;477.6;164.9;164.9
7430;20201105_1400;389.0;67.8;67.8
7431;20201105_1500;0.0;0.0;0.0
7432;20201105_1600;0.0;0.0;0.0
7433;20201105_1700;0.0;0.0;0.0
7434;20201105_1800;0.0;0.0;0.0
7435;20201105_1900;0.0;0.0;0.0
7436;20201105_2000;0.0;0.0;0.0
7437;20201105_2100;0.0;0.0;0.0
7438;20201105_2200;0.0;0.0;0.0
7439;20201105_2300;251.8;24.8;24.8
7440;20201106_0000;304.9;53.2;53.2
7441;20201106_0100;373.1;111.1;111.1
7442;20201106_0200;316.6;162.8;162.8
7443;20201106_0300;354.0;177.7;177.7
7444;20201106_0400;372.9;155.3;155.3
7445;20201106_0500;391.4;118.4;118.4
7446;20201106_0600;395.3;147.4;147.4
7447;20201106_0700;56.2;173.1;539.3
7448;20201106_0800;0.0;0.0;845.7
7449;20201106_0900;0.0;233.5;766.5
7450;20201106_1000;0.0;158.2;727.7
7451;20201106_1100;0.0;243.7;575.3
7452;20201106_1200;0.0;383.5;532.9
7453;20201106_1300;156.1;156.1;325.1
7454;20201106_1400;0.0;0.0;339.8
7455;20201106_1500;0.0;0.0;325.6
7456;20201106_1600;0.0;0.0;89.0
7457;20201106_1700;0.0;0.0;100.9
7458;20201106_1800;0.0;0.0;131.6
7459;20201106_1900;0.0;0.0;361.1
7460;20201106_2000;30.9;30.9;255.1
7461;20201106_2100;0.0;154.0;312.1
7462;20201106_2200;0.0;106.4;332.4
7463;20201106_2300;0.0;2.6;482.4
7464;20201107_0000;0.0;204.9;321.2
7465;20201107_0100;0.0;254.3;329.4
7466;20201107_0200;190.3;214.6;483.2
7467;20201107_0300;175.3;175.3;537.6
7468;20201107_0400;170.7;170.7;559.6
7469;20201107_0500;118.1;118.1;579.6
7470;20201107_0600;15.0;15.0;719.9
7471;20201107_0700;114.3;331.1;668.9
7472;20201107_0800;0.5;388.3;611.7
7473;20201107_0900;0.0;0.0;707.0
7474;20201107_1000;0.0;386.0;614.0
7475;20201107_1100;0.0;374.1;625.9
7476;20201107_1200;0.0;229.8;691.2
7477;20201107_1300;112.5;499.8;500.2
7478;20201107_1400;324.9;500.0;500.0
7479;20201107_1500;160.5;480.6;480.6
7480;20201107_1600;277.3;212.2;212.2
7481;20201107_1700;69.8;31.2;31.2
7482;20201107_1800;41.5;41.5;472.7
7483;20201107_1900;0.0;195.4;339.7
7484;20201107_2000;0.0;279.7;279.7
7485;20201107_2100;0.0;348.9;348.9
7486;20201107_2200;0.0;348.4;348.4
7487;20201107_2300;0.0;224.9;315.8
7488;20201108_0000;0.0;190.5;367.2
7489;20201108_0100;147.7;188.1;530.7
7490;20201108_0200;88.3;127.4;636.4
7491;20201108_0300;71.7;71.7;393.1
7492;20201108_0400;80.8;80.8;395.3
7493;20201108_0500;82.5;82.5;702.1
7494;20201108_0600;0.0;0.0;691.3
7495;20201108_0700;50.8;318.0;682.0
7496;20201108_0800;0.0;102.4;702.1
7497;20201108_0900;42.5;455.8;544.2
7498;20201108_1000;0.0;63.9;815.2
7499;20201108_1100;0.0;131.5;728.4
7500;20201108_1200;0.0;0.0;693.4
7501;20201108_1300;0.0;0.0;865.9
7502;20201108_1400;0.0;216.6;783.4
7503;20201108_1500;0.0;0.0;551.7
7504;20201108_1600;32.4;32.4;73.4
7505;20201108_1700;93.3;64.9;64.9
7506;20201108_1800;22.4;22.4;135.6
7507;20201108_1900;0.0;0.0;301.1
7508;20201108_2000;10.5;10.5;215.3
7509;20201108_2100;72.2;72.2;302.0
7510;20201108_2200;0.0;138.5;286.2
7511;20201108_2300;0.0;139.4;358.1
7512;20201109_0000;0.0;84.4;447.9
7513;20201109_0100;25.1;25.1;687.8
7514;20201109_0200;22.7;22.7;690.5
7515;20201109_0300;0.0;149.5;333.1
7516;20201109_0400;0.0;96.7;387.4
7517;20201109_0500;71.7;71.7;337.3
7518;20201109_0600;171.7;171.7;372.3
7519;20201109_0700;286.7;500.0;500.0
7520;20201109_0800;0.0;456.4;512.6
7521;20201109_0900;413.1;502.8;497.2
7522;20201109_1000;0.0;254.5;571.0
7523;20201109_1100;0.0;358.6;641.4
7524;20201109_1200;0.0;172.9;719.6
7525;20201109_1300;0.0;162.7;722.2
7526;20201109_1400;0.0;324.2;675.8
7527;20201109_1500;0.0;248.1;324.8
7528;20201109_1600;244.0;159.8;159.8
7529;20201109_1700;260.1;81.5;81.5
7530;20201109_1800;51.0;51.0;143.5
7531;20201109_1900;9.0;9.0;252.6
7532;20201109_2000;0.0;90.1;364.2
7533;20201109_2100;0.0;56.4;400.3
7534;20201109_2200;0.0;80.5;340.2
7535;20201109_2300;0.0;85.4;343.5
7536;20201110_0000;0.0;84.3;383.1
7537;20201110_0100;0.0;84.5;413.9
7538;20201110_0200;0.0;95.7;409.2
7539;20201110_0300;0.0;116.4;410.2
7540;20201110_0400;0.0;99.5;436.1
7541;20201110_0500;0.0;104.7;433.4
7542;20201110_0600;0.0;102.5;331.8
7543;20201110_0700;0.0;85.8;865.1
7544;20201110_0800;0.0;244.3;755.7
7545;20201110_0900;0.0;221.2;778.8
7546;20201110_1000;171.6;277.8;722.1
7547;20201110_1100;0.0;179.9;820.1
7548;20201110_1200;0.0;248.8;642.6
7549;20201110_1300;0.0;105.5;720.3
7550;20201110_1400;0.0;96.9;727.2
7551;20201110_1500;0.0;88.8;405.5
7552;20201110_1600;24.4;24.4;191.7
7553;20201110_1700;63.9;53.9;53.9
7554;20201110_1800;31.3;31.3;204.6
7555;20201110_1900;19.5;19.5;382.6
7556;20201110_2000;0.0;99.2;353.7
7557;20201110_2100;0.0;30.9;426.1
7558;20201110_2200;0.0;14.7;409.6
7559;20201110_2300;29.9;29.9;405.7
7560;20201111_0000;0.0;0.0;533.2
7561;20201111_0100;8.8;8.8;488.5
7562;20201111_0200;43.4;43.4;371.6
7563;20201111_0300;61.7;61.7;270.5
7564;20201111_0400;12.3;12.3;165.6
7565;20201111_0500;0.0;0.0;0.0
7566;20201111_0600;0.0;0.0;0.0
7567;20201111_0700;0.0;0.0;404.6
7568;20201111_0800;175.4;216.6;502.4
7569;20201111_0900;274.0;404.0;404.0
7570;20201111_1000;464.8;342.3;342.3
7571;20201111_1100;379.5;329.3;329.3
7572;20201111_1200;461.5;270.0;270.0
7573;20201111_1300;492.7;193.6;193.6
7574;20201111_1400;456.2;93.1;93.1
7575;20201111_1500;0.0;0.0;0.0
7576;20201111_1600;0.0;0.0;0.0
7577;20201111_1700;0.0;0.0;0.0
7578;20201111_1800;0.0;0.0;0.0
7579;20201111_1900;0.0;0.0;0.0
7580;20201111_2000;0.0;0.0;0.0
7581;20201111_2100;0.0;0.0;0.0
7582;20201111_2200;0.0;0.0;0.0
7583;20201111_2300;0.0;0.0;0.0
7584;20201112_0000;311.9;6.0;6.0
7585;20201112_0100;383.3;81.7;81.7
7586;20201112_0200;353.4;42.4;42.4
7587;20201112_0300;377.1;79.8;79.8
7588;20201112_0400;430.7;78.4;78.4
7589;20201112_0500;413.2;86.8;86.8
7590;20201112_0600;257.0;18.1;18.1
7591;20201112_0700;348.5;137.0;137.0
7592;20201112_0800;329.9;330.8;330.8
7593;20201112_0900;288.5;304.6;304.6
7594;20201112_1000;363.2;224.6;224.6
7595;20201112_1100;385.1;238.6;238.6
7596;20201112_1200;392.8;240.9;240.9
7597;20201112_1300;430.2;209.2;209.2
7598;20201112_1400;378.9;131.2;131.2
7599;20201112_1500;413.7;53.1;53.1
7600;20201112_1600;0.0;0.0;0.0
7601;20201112_1700;0.0;0.0;0.0
7602;20201112_1800;0.0;0.0;0.0
7603;20201112_1900;0.0;0.0;0.0
7604;20201112_2000;0.0;0.0;0.0
7605;20201112_2100;293.4;8.8;8.8
7606;20201112_2200;324.2;132.3;132.3
7607;20201112_2300;389.7;171.6;171.6
7608;20201113_0000;381.0;202.1;202.1
7609;20201113_0100;398.1;225.1;225.1
7610;20201113_0200;401.0;341.7;341.7
7611;20201113_0300;408.4;346.2;346.2
7612;20201113_0400;446.7;234.5;234.5
7613;20201113_0500;422.3;119.2;119.2
7614;20201113_0600;400.2;21.9;21.9
7615;20201113_0700;366.5;230.0;230.0
7616;20201113_0800;203.1;377.5;425.5
7617;20201113_0900;377.6;500.0;500.0
7618;20201113_1000;0.0;411.3;491.9
7619;20201113_1100;0.0;198.7;710.4
7620;20201113_1200;0.0;0.0;750.5
7621;20201113_1300;0.0;199.6;800.4
7622;20201113_1400;0.0;179.6;814.5
7623;20201113_1500;0.0;154.1;573.6
7624;20201113_1600;0.0;182.3;362.1
7625;20201113_1700;0.0;195.5;211.0
7626;20201113_1800;0.0;100.7;344.1
7627;20201113_1900;0.0;129.6;337.6
7628;20201113_2000;53.7;53.7;429.2
7629;20201113_2100;192.3;192.3;277.2
7630;20201113_2200;408.9;269.3;269.3
7631;20201113_2300;284.7;303.9;303.9
7632;20201114_0000;300.0;337.5;337.5
7633;20201114_0100;343.6;364.2;364.2
7634;20201114_0200;378.8;317.0;317.0
7635;20201114_0300;0.0;211.4;211.4
7636;20201114_0400;319.7;204.9;204.9
7637;20201114_0500;259.6;259.0;259.0
7638;20201114_0600;353.6;211.7;211.7
7639;20201114_0700;239.6;239.6;415.0
7640;20201114_0800;0.0;0.0;729.3
7641;20201114_0900;0.0;338.2;651.6
7642;20201114_1000;66.3;485.4;514.6
7643;20201114_1100;0.0;396.8;524.8
7644;20201114_1200;0.0;377.6;622.4
7645;20201114_1300;0.0;349.9;650.1
7646;20201114_1400;0.0;345.2;463.7
7647;20201114_1500;0.0;363.1;363.1
7648;20201114_1600;492.4;280.0;280.0
7649;20201114_1700;458.6;256.3;256.3
7650;20201114_1800;0.0;235.2;304.7
7651;20201114_1900;0.0;112.7;401.2
7652;20201114_2000;0.0;106.9;384.2
7653;20201114_2100;0.0;96.1;356.8
7654;20201114_2200;0.0;92.6;381.0
7655;20201114_2300;0.0;90.7;424.8
7656;20201115_0000;0.0;177.0;389.8
7657;20201115_0100;80.3;87.8;643.5
7658;20201115_0200;44.6;57.7;722.3
7659;20201115_0300;1.2;1.2;767.3
7660;20201115_0400;0.4;0.4;751.1
7661;20201115_0500;17.8;17.8;764.7
7662;20201115_0600;0.0;158.4;817.1
7663;20201115_0700;113.2;337.2;662.8
7664;20201115_0800;0.0;289.8;703.6
7665;20201115_0900;0.0;80.4;799.9
7666;20201115_1000;0.0;98.4;778.5
7667;20201115_1100;0.0;316.9;654.7
7668;20201115_1200;0.0;423.0;574.2
7669;20201115_1300;0.0;250.5;696.9
7670;20201115_1400;0.0;269.2;685.8
7671;20201115_1500;0.0;263.8;736.2
7672;20201115_1600;0.0;255.3;336.3
7673;20201115_1700;10.1;10.1;457.1
7674;20201115_1800;0.0;0.0;349.8
7675;20201115_1900;64.5;64.5;420.7
7676;20201115_2000;0.0;114.8;361.2
7677;20201115_2100;0.0;207.5;290.9
7678;20201115_2200;0.0;230.0;261.1
7679;20201115_2300;0.0;317.6;317.6
7680;20201116_0000;122.4;160.6;530.9
7681;20201116_0100;203.9;415.2;415.2
7682;20201116_0200;279.1;403.7;412.3
7683;20201116_0300;295.8;407.8;408.9
7684;20201116_0400;205.0;426.9;426.9
7685;20201116_0500;441.3;270.1;270.1
7686;20201116_0600;448.0;125.0;125.0
7687;20201116_0700;395.8;460.3;460.3
7688;20201116_0800;315.6;500.0;500.0
7689;20201116_0900;299.5;500.0;500.0
7690;20201116_1000;0.0;399.7;484.7
7691;20201116_1100;0.0;248.6;751.4
7692;20201116_1200;0.0;241.7;758.3
7693;20201116_1300;0.0;237.4;762.6
7694;20201116_1400;0.0;31.5;964.6
7695;20201116_1500;0.0;0.0;573.8
7696;20201116_1600;0.0;0.0;430.4
7697;20201116_1700;13.9;13.9;286.5
7698;20201116_1800;14.8;14.8;338.0
7699;20201116_1900;0.0;0.0;431.1
7700;20201116_2000;0.3;0.3;326.4
7701;20201116_2100;20.5;20.5;205.8
7702;20201116_2200;0.0;98.1;339.9
7703;20201116_2300;0.0;93.5;336.5
7704;20201117_0000;0.0;0.0;491.3
7705;20201117_0100;0.0;221.4;350.6
7706;20201117_0200;0.0;0.0;456.9
7707;20201117_0300;0.0;0.0;575.6
7708;20201117_0400;0.0;18.8;515.9
7709;20201117_0500;105.0;105.0;461.1
7710;20201117_0600;64.0;64.0;263.0
7711;20201117_0700;0.0;0.0;443.0
7712;20201117_0800;84.3;84.3;595.8
7713;20201117_0900;238.2;357.4;357.4
7714;20201117_1000;391.4;331.4;331.4
7715;20201117_1100;498.5;369.9;369.9
7716;20201117_1200;234.8;433.7;433.7
7717;20201117_1300;488.9;426.6;426.6
7718;20201117_1400;463.3;389.8;389.8
7719;20201117_1500;531.0;167.8;167.8
7720;20201117_1600;391.4;53.2;53.2
7721;20201117_1700;0.0;0.0;0.0
7722;20201117_1800;0.0;0.0;0.0
7723;20201117_1900;0.0;0.0;0.0
7724;20201117_2000;237.5;2.8;2.8
7725;20201117_2100;17.9;17.9;81.2
7726;20201117_2200;0.0;0.0;58.8
7727;20201117_2300;0.0;0.0;391.2
7728;20201118_0000;0.0;0.0;445.9
7729;20201118_0100;0.0;0.0;647.5
7730;20201118_0200;0.0;99.8;636.8
7731;20201118_0300;0.0;0.0;624.9
7732;20201118_0400;0.0;0.0;589.8
7733;20201118_0500;0.0;4.6;615.7
7734;20201118_0600;0.0;101.4;424.5
7735;20201118_0700;0.0;256.7;671.1
7736;20201118_0800;0.0;7.0;708.2
7737;20201118_0900;0.0;255.9;744.1
7738;20201118_1000;0.0;258.7;741.3
7739;20201118_1100;0.0;0.0;769.0
7740;20201118_1200;0.0;237.9;762.1
7741;20201118_1300;0.0;233.6;766.4
7742;20201118_1400;0.0;220.1;779.9
7743;20201118_1500;0.0;0.0;659.5
7744;20201118_1600;187.4;187.4;275.9
7745;20201118_1700;262.3;105.8;105.8
7746;20201118_1800;300.8;157.9;157.9
7747;20201118_1900;311.2;162.4;162.4
7748;20201118_2000;348.3;293.6;293.6
7749;20201118_2100;130.9;324.3;324.3
7750;20201118_2200;0.0;364.3;364.3
7751;20201118_2300;0.0;400.9;400.9
7752;20201119_0000;0.0;421.1;421.1
7753;20201119_0100;0.0;386.0;386.0
7754;20201119_0200;15.5;15.5;686.2
7755;20201119_0300;0.0;0.0;704.2
7756;20201119_0400;0.0;0.0;709.4
7757;20201119_0500;0.0;0.0;271.0
7758;20201119_0600;10.4;10.4;133.6
7759;20201119_0700;0.0;50.5;861.0
7760;20201119_0800;0.0;252.9;747.1
7761;20201119_0900;0.0;274.7;725.3
7762;20201119_1000;0.0;19.1;721.4
7763;20201119_1100;0.0;138.9;672.2
7764;20201119_1200;101.9;294.4;499.9
7765;20201119_1300;468.3;278.2;278.2
7766;20201119_1400;444.8;63.6;63.6
7767;20201119_1500;0.0;0.0;0.0
7768;20201119_1600;0.0;0.0;0.0
7769;20201119_1700;0.0;0.0;0.0
